#{"t_start": 1679047282.1022584, "env_id": "CarRacing-v0"}
r,l,t
-97.688153,396,25.295648
-24.657534,1000,80.880176
-24.590164,1000,132.094524
-14.191419,1000,184.441839
10.367893,1000,237.892444
36.200717,1000,291.711659
-48.387097,1000,343.817811
-13.533835,1000,397.311806
34.387352,1000,450.605061
116.606498,1000,504.474442
-68.531469,1000,558.562686
-74.820144,1000,612.545923
-55.05618,1000,665.232506
-73.154362,1000,719.835258
0.31348,1000,773.93734
-56.521739,1000,828.869659
-57.957958,1000,884.359993
28.472222,1000,932.312258
-67.213115,1000,986.618909
56.25,1000,1043.444417
-11.660777,1000,1097.18995
61.172161,1000,1155.893677
24.600639,1000,1209.296005
-8.77193,1000,1263.445367
18.27957,1000,1318.508337
-68.944099,1000,1373.853854
-52.380952,1000,1427.989557
-17.808219,1000,1486.809256
-75.609756,1000,1536.995271
-35.714286,1000,1588.772101
-69.325153,1000,1641.138257
25.0,1000,1692.516927
-65.944272,1000,1742.838087
-26.380368,1000,1790.738148
-37.728938,1000,1839.661386
-73.59736,1000,1888.541103
-62.546816,1000,1936.657082
-58.041958,1000,1985.250608
-77.917981,1000,2029.726204
-72.508591,1000,2077.327292
-66.56535,1000,2128.005077
15.830116,1000,2178.444894
12.244898,1000,2226.702735
-43.143813,1000,2276.077732
-42.307692,1000,2325.078517
-10.891089,1000,2370.373958
-62.5,1000,2414.498052
-14.012739,1000,2458.808931
102.572347,1000,2504.79589
20.12012,1000,2551.790601
-39.597315,1000,2596.224468
-19.117647,1000,2640.486475
3.053435,1000,2687.625507
-40.438871,1000,2735.388586
-38.356164,1000,2782.999682
-23.875433,1000,2830.063059
44.295302,1000,2877.452427
28.514056,1000,2923.755677
-25.531915,1000,2969.102612
5.769231,1000,3017.410889
21.323529,1000,3056.889359
17.845118,1000,3100.601573
-67.741935,1000,3145.560823
-11.971831,1000,3189.613994
-52.21843,1000,3233.267174
68.38488,1000,3276.744745
-48.979592,1000,3321.513731
-30.835735,1000,3366.438044
260.902256,1000,3410.211729
308.602151,1000,3454.352635
-40.652819,1000,3499.203023
-0.70922,1000,3544.144757
269.71831,1000,3589.016234
14.503817,1000,3633.660758
253.741497,1000,3678.503379
-39.490446,1000,3723.296868
292.156863,1000,3768.072309
52.777778,1000,3812.764128
-11.985479,573,3837.295741
-2.621723,1000,3882.612952
414.97006,1000,3927.599363
32.841328,1000,3973.219746
275.886525,1000,4018.330906
93.939394,1000,4063.505846
271.428571,1000,4107.904714
3.225806,1000,4148.428191
63.043478,1000,4194.648205
-46.308725,1000,4240.890718
-21.146953,1000,4286.235187
236.633663,1000,4330.649413
19.402985,1000,4376.527708
54.639175,1000,4422.192344
34.948097,1000,4467.162197
227.402135,1000,4513.622603
68.38488,1000,4560.077467
31.343284,1000,4605.017413
10.726644,1000,4649.641428
56.862745,1000,4694.753383
187.539936,1000,4739.885175
75.496689,1000,4784.800643
-28.327645,1000,4829.307296
