#{"t_start": 1679047282.1002698, "env_id": "CarRacing-v0"}
r,l,t
-49.206349,1000,59.398278
-50.657895,1000,110.689229
18.243243,1000,161.871204
-58.860759,1000,215.341395
-31.271478,1000,268.480315
95.3125,1000,321.798408
-11.971831,1000,375.103435
71.974522,1000,427.826608
2.941176,1000,481.58982
-28.057554,1000,536.709463
-73.770492,1000,589.601418
-30.656934,1000,643.422887
7.526882,1000,696.490999
-64.285714,1000,750.756025
-70.501475,1000,805.64796
-30.379747,1000,860.122187
-58.188153,1000,915.295896
-38.709677,1000,969.16045
-74.522293,1000,1025.570841
22.377622,1000,1080.701803
4.377104,1000,1135.889032
85.430464,1000,1186.84271
-5.487805,1000,1240.363682
46.428571,1000,1295.677636
21.863799,1000,1350.823446
-66.789668,1000,1404.812048
-61.267606,1000,1463.098836
-50.381679,1000,1516.771826
-54.887218,1000,1566.684581
-13.580247,1000,1619.38461
255.704698,1000,1671.86015
-57.03125,1000,1721.715173
-8.196721,1000,1770.808855
26.712329,1000,1820.196032
43.939394,1000,1867.96848
-9.395973,1000,1916.273582
-70.588235,1000,1964.825031
44.444444,1000,2013.697119
23.674912,1000,2061.423239
74.242424,1000,2111.045655
-43.573668,1000,2163.401016
-43.060498,1000,2211.371454
-68.085106,1000,2255.670076
-74.110032,1000,2305.230172
20.155039,1000,2351.014596
94.174757,1000,2395.920093
139.285714,1000,2440.162987
-18.439716,1000,2484.66945
-7.348243,1000,2532.846505
41.891892,1000,2578.055408
34.751773,1000,2622.020167
-27.083333,1000,2667.838004
-8.783784,1000,2715.453078
-32.659933,1000,2762.923993
1.214575,1000,2810.182434
43.859649,1000,2857.204941
-44.805195,1000,2903.800754
170.0,1000,2949.931641
11.111111,1000,2996.165891
97.986577,1000,3042.340803
308.450704,1000,3086.348745
19.047619,1000,3131.078471
-48.529412,1000,3175.210331
238.19242,1000,3214.903598
-19.708029,1000,3258.498406
192.834891,1000,3302.594639
7.023411,1000,3347.751595
6.017192,1000,3392.371375
203.135889,1000,3436.328386
-28.571429,1000,3480.473842
27.586207,1000,3525.741284
191.666667,1000,3570.867591
-48.553055,1000,3615.23132
-0.369004,1000,3660.226446
-14.754098,1000,3704.751276
302.640264,1000,3749.194376
-2.255639,1000,3793.62092
5.084746,1000,3838.345605
28.378378,1000,3883.721641
186.290323,1000,3928.736529
319.243986,1000,3974.128913
-21.933086,1000,4019.253013
-20.689655,1000,4064.374638
133.576642,1000,4108.800957
18.210863,1000,4155.394225
-34.615385,1000,4195.74675
150.980392,1000,4242.094801
163.803681,1000,4287.334748
-26.282051,1000,4331.776831
49.681529,1000,4377.693418
-8.396947,1000,4423.338376
67.272727,1000,4468.293747
52.82392,1000,4514.777018
210.030395,1000,4561.230576
45.833333,1000,4606.177541
253.571429,1000,4650.751673
38.047138,1000,4695.937566
41.304348,1000,4741.067646
10.714286,1000,4785.978684
33.828996,1000,4830.249822
76.271186,1000,4878.804219
