#{"t_start": 1679047282.0995347, "env_id": "CarRacing-v0"}
r,l,t
-94.721739,383,24.802288
19.205298,1000,80.322914
-19.732441,1000,131.497469
-27.325581,1000,183.863851
-46.745562,1000,237.303996
-31.972789,1000,291.039902
71.003717,1000,343.215742
-15.824916,1000,396.731441
38.263666,1000,450.00897
49.305556,1000,503.862963
-68.75,1000,557.9691
-70.588235,1000,611.942683
-69.811321,1000,664.588595
32.841328,1000,719.171077
26.811594,1000,773.255802
-44.444444,1000,828.326237
-70.338983,1000,878.016111
-30.313589,1000,931.734212
19.047619,1000,986.030945
32.616487,1000,1042.814005
3.174603,1000,1096.590488
-56.790123,1000,1155.197719
-71.631206,1000,1208.716769
0.334448,1000,1262.844715
40.127389,1000,1317.914164
-25.78125,1000,1373.254008
-62.318841,1000,1427.369456
-19.191919,1000,1486.278953
49.635036,1000,1536.348337
167.973856,1000,1588.213736
3.321033,1000,1640.559001
55.709343,1000,1691.969067
-8.794788,1000,1742.371577
-43.521595,1000,1790.253736
-42.028986,1000,1839.206599
-29.889299,1000,1888.075874
64.0,1000,1936.161047
-76.271186,1000,1984.837372
-75.757576,1000,2029.209474
-2.356902,1000,2076.782429
-71.326165,1000,2127.420801
-76.190476,1000,2177.832722
-71.518987,1000,2226.182614
-52.076677,1000,2275.54653
-54.692557,1000,2324.551574
-16.967509,1000,2369.848286
48.026316,1000,2413.975771
-39.716312,1000,2458.293849
-36.962751,1000,2504.273365
103.508772,1000,2551.263278
-19.871795,1000,2595.721651
119.78022,1000,2639.965697
-37.5,1000,2687.130589
-36.708861,1000,2734.904482
-19.732441,1000,2782.587628
109.621993,1000,2829.645048
98.083067,1000,2877.018264
-55.414013,1000,2923.296565
-2.821317,1000,2968.708848
115.686275,1000,3012.132201
-42.528736,1000,3056.384691
-21.985816,1000,3100.095437
-98.152412,915,3141.787428
21.95122,1000,3185.8515
112.014134,1000,3229.407515
5.263158,1000,3273.009444
246.007605,1000,3317.612959
205.810398,1000,3362.609431
-34.027778,1000,3406.470781
-61.267606,1000,3450.710823
50.0,1000,3495.350609
261.313869,1000,3540.57077
102.531646,1000,3585.616599
0.323625,1000,3630.284511
-35.897436,1000,3675.203826
0.371747,1000,3720.069669
185.140562,1000,3765.026988
-45.848375,1000,3804.881293
2.362205,1000,3849.438538
19.850187,1000,3894.819651
72.316384,1000,3940.059244
66.666667,1000,3985.018532
-31.407942,1000,4030.082952
63.333333,1000,4074.947077
-29.663609,1000,4119.293765
19.69112,1000,4165.487342
-35.222672,1000,4212.113612
69.329073,1000,4257.78965
262.369338,1000,4302.478617
-35.294118,1000,4346.173639
53.094463,1000,4393.328783
26.865672,1000,4438.204864
229.365079,1000,4483.109666
427.210884,1000,4530.769518
123.048327,1000,4576.38912
60.535117,1000,4621.750597
179.069767,1000,4666.2721
218.791946,1000,4711.655508
126.480836,1000,4752.35246
307.284768,1000,4797.14336
388.294314,1000,4841.616878
