#{"t_start": 1679041556.1283984, "env_id": "CarRacing-v0"}
r,l,t
-70.198675,1000,40.607912
-42.238267,1000,80.118891
51.612903,1000,125.815574
52.727273,1000,168.40037
23.134328,1000,211.16827
29.824561,1000,255.699455
16.27907,1000,298.502733
50.60241,1000,347.630567
52.0,1000,403.649466
-31.372549,1000,450.582317
-4.59364,1000,497.546438
48.288973,1000,542.391994
-82.817869,1000,586.30845
77.852349,1000,632.079468
246.428571,1000,680.305106
100.743494,1000,727.952444
3.225806,1000,773.328856
110.86262,1000,818.829604
398.023715,1000,865.344966
150.847458,1000,912.669456
125.0,1000,959.067662
122.996516,1000,1002.729236
74.917492,1000,1049.843406
18.902439,1000,1096.089056
323.868313,1000,1140.708124
-23.076923,1000,1187.255229
34.920635,1000,1231.335932
33.587786,1000,1275.122154
93.846154,1000,1322.48687
-21.383648,1000,1366.404578
45.907473,1000,1410.790792
126.229508,1000,1456.069753
14.910204,607,1481.486133
51.202749,1000,1528.939354
11.111111,1000,1577.329034
-48.453608,1000,1625.200667
-20.118343,1000,1673.40265
381.355932,1000,1721.762328
500.638978,1000,1770.972235
324.137931,1000,1817.791371
391.638796,1000,1863.445039
319.795222,1000,1909.020046
641.610738,1000,1953.930665
372.527473,1000,1998.659984
723.943662,1000,2044.050416
226.797386,1000,2091.141882
57.894737,1000,2138.604934
201.775148,1000,2179.892311
302.402402,1000,2226.182209
238.709677,1000,2272.389503
498.513011,1000,2319.65661
248.993289,1000,2367.185932
242.657343,1000,2415.258679
581.818182,1000,2460.019912
59.722222,1000,2506.079131
214.189189,1000,2552.851808
270.860927,1000,2599.99303
337.908497,1000,2646.834978
371.910112,1000,2693.547912
458.62069,1000,2740.027273
37.681159,1000,2786.307444
173.291925,1000,2830.929435
65.680473,1000,2876.049828
262.264151,1000,2921.98785
316.9279,1000,2966.781472
58.075601,1000,3012.140838
354.212454,1000,3058.08605
108.333333,1000,3102.497982
123.535955,378,3115.931046
272.483221,1000,3164.326683
311.985019,1000,3210.559542
161.249296,804,3249.671053
365.277778,1000,3298.687668
12.409968,356,3313.822305
319.354839,1000,3364.962121
331.226766,1000,3415.340792
97.278912,1000,3465.967967
263.934426,1000,3517.616003
236.158192,1000,3569.691685
346.254072,1000,3620.290155
150.0,1000,3665.09012
216.666667,1000,3720.765042
97.231834,1000,3775.06122
455.970149,1000,3828.297928
95.121951,1000,3881.877317
345.512821,1000,3936.063248
93.979933,1000,3992.186221
145.614035,1000,4048.202816
517.424242,1000,4104.304689
206.962025,1000,4161.285327
350.171821,1000,4218.395443
300.0,1000,4273.997191
428.428094,1000,4330.611308
168.707483,1000,4381.074093
241.389728,1000,4436.617774
14.124551,237,4452.450853
-6.015038,1000,4506.782756
100.0,1000,4562.622052
373.684211,1000,4617.978482
183.018868,1000,4674.074724
211.111111,1000,4729.667457
