#{"t_start": 1679041556.130146, "env_id": "CarRacing-v0"}
r,l,t
-73.770492,1000,40.649281
3.846154,1000,80.174963
-20.792079,1000,125.854159
87.919463,1000,168.436352
-5.723906,1000,211.204696
-47.019868,1000,255.735672
-17.910448,1000,298.545274
109.150327,1000,347.670495
59.42029,1000,403.712955
77.852349,1000,450.622305
132.727273,1000,497.588933
59.609121,1000,542.439392
178.317152,1000,586.351104
32.450331,1000,632.123588
49.305556,1000,680.353536
125.454545,1000,727.992634
34.680135,1000,773.365753
14.379085,1000,818.86583
156.31769,1000,865.382997
341.471572,1000,912.702365
197.577855,1000,959.10827
104.402516,1000,1002.773689
191.828794,1000,1049.893439
197.101449,1000,1096.132301
-61.130742,1000,1140.756833
409.025271,1000,1187.299887
-69.325153,1000,1231.391909
4.316547,1000,1275.17134
70.37037,1000,1322.539464
297.435897,1000,1366.433186
226.984127,1000,1410.819117
25.0,1000,1456.094696
113.836478,1000,1500.787019
112.230216,1000,1548.854246
-10.769231,1000,1597.082468
-30.693069,1000,1645.766589
658.741259,1000,1692.899466
213.72549,1000,1743.04005
-18.518519,1000,1790.816495
352.702703,1000,1837.322945
177.39726,1000,1882.876677
260.544218,1000,1928.553237
295.604396,1000,1967.718938
229.402787,923,2010.422208
338.77551,1000,2055.566506
612.328767,1000,2103.046652
432.646048,1000,2149.84787
107.54717,1000,2195.963924
128.571429,1000,2242.664775
177.777778,1000,2288.542492
249.823322,1000,2336.203943
307.017544,1000,2384.01553
110.0,1000,2430.707812
290.0,1000,2476.082971
56.133829,1000,2522.093784
159.016393,1000,2570.024048
48.148148,1000,2616.861011
206.818182,1000,2663.423017
450.200803,1000,2710.347081
176.422764,1000,2756.825096
342.244224,1000,2798.002502
88.741722,1000,2842.886766
215.926893,1000,2888.159822
379.166667,1000,2933.976884
252.542373,1000,2978.415544
236.538462,1000,3023.750717
311.564626,1000,3068.716584
480.769231,1000,3113.58089
537.540453,1000,3161.802475
388.294314,1000,3208.155299
279.194631,1000,3254.753498
89.090909,1000,3304.344498
344.794953,1000,3355.478837
336.97479,1000,3405.832982
252.380952,1000,3456.28111
228.267477,1000,3508.467947
767.346939,1000,3560.051416
421.126761,1000,3610.437106
493.75,1000,3657.008661
258.422939,1000,3710.802629
289.61039,1000,3766.092924
144.604317,1000,3819.261531
320.338983,1000,3866.892071
91.082803,1000,3920.763934
71.428571,1000,3976.694435
239.563863,1000,4032.862888
383.552632,1000,4088.397484
167.921799,955,4143.65049
300.0,1000,4200.410728
119.047619,1000,4256.181446
446.325879,1000,4311.927788
365.517241,1000,4369.575217
104.761905,1000,4424.912515
260.714286,1000,4478.808129
248.684211,1000,4534.504246
331.15942,1000,4589.571033
60.278746,1000,4645.413171
261.96319,1000,4701.58861
320.689655,1000,4757.411131
171.84466,1000,4813.507133
70.909091,1000,4867.887458
