#{"t_start": 1679041556.1268034, "env_id": "CarRacing-v0"}
r,l,t
-59.044369,1000,40.559728
-45.392491,1000,80.059296
20.689655,1000,125.764336
-55.172414,1000,168.347795
69.435216,1000,211.117951
48.148148,1000,255.644041
77.257525,1000,298.453679
-50.35461,1000,347.574228
12.956811,1000,403.587211
57.706093,1000,450.522634
249.834983,1000,497.482759
-19.732441,1000,542.34255
33.574007,1000,586.256025
248.534202,1000,632.02743
-56.790123,1000,680.257769
54.098361,1000,727.915372
197.577855,1000,773.293496
103.508772,1000,818.795004
161.818182,1000,865.30757
248.148148,1000,912.631311
233.333333,1000,959.029372
176.595745,1000,1002.692586
301.315789,1000,1049.804862
95.783133,1000,1096.045299
110.169492,1000,1140.66546
-24.528302,1000,1187.205068
-25.423729,1000,1231.295463
152.747253,1000,1275.078527
35.231317,1000,1322.441544
210.606061,1000,1366.364606
37.323944,1000,1410.745466
180.701754,1000,1456.026134
352.145215,1000,1500.716004
194.117647,1000,1548.806206
22.923588,1000,1597.022589
105.980066,1000,1645.713212
136.30137,1000,1692.843803
0.3861,1000,1742.983405
307.894737,1000,1790.767323
329.032258,1000,1837.279372
89.189189,1000,1882.831784
-25.696594,1000,1928.510861
839.271255,1000,1967.671095
626.962457,1000,2013.288023
386.988848,1000,2058.459119
341.947566,1000,2106.077719
281.578947,1000,2152.777343
298.523985,1000,2198.900075
613.178295,1000,2245.502684
245.762712,1000,2291.716638
271.237458,1000,2339.241345
447.794118,1000,2387.212845
116.393443,1000,2433.636148
506.299213,1000,2479.177831
212.92517,1000,2525.084438
332.727273,1000,2573.010254
336.781609,1000,2619.730717
254.632588,1000,2666.104323
300.684932,1000,2712.84054
276.146789,1000,2759.185483
148.366013,1000,2804.962162
576.567657,1000,2849.979096
188.401254,1000,2895.365294
177.955272,1000,2936.811167
325.170068,1000,2981.291062
401.718213,1000,3026.518338
448.076923,1000,3071.597281
92.034146,977,3115.614913
172.0,1000,3163.985731
55.115512,1000,3210.227364
373.309609,1000,3256.81459
142.957746,1000,3306.63351
264.820847,1000,3357.841785
383.018868,1000,3408.084644
100.0,1000,3458.630906
200.0,1000,3510.706682
348.484848,1000,3562.403133
242.307692,1000,3612.466041
308.163265,1000,3658.618942
94.852941,1000,3713.326383
159.146341,1000,3768.190106
203.004319,858,3809.72582
298.550725,1000,3863.211955
180.864198,1000,3917.213594
272.239748,1000,3972.803407
212.292359,1000,4029.054039
345.34413,1000,4084.403681
233.333333,1000,4141.65486
240.764331,1000,4198.398808
217.406143,1000,4254.230007
340.613027,1000,4310.034324
198.892989,1000,4367.782019
133.676976,1000,4422.917463
76.258993,1000,4477.031689
561.921708,1000,4532.530659
94.756554,1000,4587.661654
200.0,1000,4643.588604
276.344086,1000,4699.805547
193.706294,1000,4755.693034
317.54386,1000,4805.99801
84.210526,1000,4859.977249
