#{"t_start": 1679002175.3259802, "env_id": "CarRacing-v0"}
r,l,t
-5.063291,1000,41.402562
-65.277778,1000,83.81811
-70.491803,1000,127.767624
251.612903,1000,177.55624
-37.086093,1000,233.202657
228.621908,1000,280.432138
227.974277,1000,329.537592
73.758865,1000,382.763855
94.444444,1000,435.989712
395.081967,1000,489.897047
157.142857,1000,543.945782
473.529412,1000,597.040563
484.158416,1000,651.442275
578.16092,1000,705.532221
63.879599,1000,758.864935
156.756757,1000,812.187994
21.527778,1000,866.106835
92.05298,1000,920.893615
521.019108,1000,975.613929
504.501608,1000,1031.780795
661.437908,1000,1088.808613
283.17757,1000,1138.243729
250.0,1000,1193.580424
413.888889,1000,1247.694383
250.0,1000,1301.409338
715.286624,1000,1355.221029
51.624549,1000,1409.739542
547.457627,1000,1463.925994
646.153846,1000,1517.455078
591.449814,1000,1572.99949
391.803279,1000,1627.353202
60.714286,1000,1682.102613
731.649832,1000,1734.004042
483.333333,1000,1788.171391
310.852713,1000,1841.625615
274.193548,1000,1894.703599
451.601423,1000,1948.729894
218.181818,1000,2003.996515
690.378007,1000,2060.182421
739.857651,1000,2115.82313
293.846154,1000,2167.881213
820.0,1000,2214.421297
242.019544,1000,2257.504356
441.37931,1000,2305.389257
879.381443,1000,2355.710716
213.291139,1000,2404.49365
239.563863,1000,2449.136468
566.666667,1000,2493.763169
847.552448,1000,2537.500856
643.75,1000,2581.26846
384.848485,1000,2625.17307
669.480519,1000,2669.628258
883.108108,1000,2714.848697
510.738255,1000,2761.418248
490.322581,1000,2807.774787
922.2,778,2841.819211
884.962406,1000,2888.869569
732.740214,1000,2938.544402
868.421053,1000,2987.255422
872.125436,1000,3031.625319
855.835962,1000,3076.638499
856.081081,1000,3122.234531
707.432432,1000,3166.888015
232.307692,1000,3212.597115
851.048951,1000,3257.57158
858.041958,1000,3302.397275
735.962145,1000,3347.499186
858.333333,1000,3391.030262
266.738994,516,3413.865849
477.04918,1000,3459.11734
348.905109,1000,3502.765063
838.461538,1000,3547.895923
782.591093,1000,3592.600924
754.43038,1000,3639.484688
372.413793,1000,3683.991824
454.913295,1000,3729.717321
508.974359,1000,3778.86429
761.486486,1000,3820.706034
202.405498,1000,3866.614163
282.352941,1000,3911.075118
795.238095,1000,3957.076711
749.65035,1000,4001.424519
861.538462,1000,4050.695165
835.483871,1000,4096.931053
872.508591,1000,4143.129733
345.544554,1000,4192.319856
702.292264,1000,4240.368214
820.289855,1000,4291.415864
-26.739927,1000,4340.936155
852.054795,1000,4387.045414
851.672862,1000,4438.074287
603.448276,1000,4487.974377
873.880597,1000,4538.317416
883.193277,1000,4586.783747
343.452381,1000,4633.594045
745.360825,1000,4681.902374
854.861111,1000,4733.657096
873.880597,1000,4538.317416
872.508591,1000,4143.129733
345.544554,1000,4192.319856
597.986577,1000,4784.45417
