#{"t_start": 1679002175.3226671, "env_id": "CarRacing-v0"}
r,l,t
-34.210526,1000,41.292835
-14.285714,1000,83.705287
-27.152318,1000,127.623
378.527607,1000,177.439309
94.267516,1000,233.070897
-7.936508,1000,280.297297
29.032258,1000,329.397549
42.348754,1000,382.618822
245.724907,1000,435.853271
472.413793,1000,489.756247
400.0,1000,543.805124
345.16129,1000,596.903579
294.366197,1000,651.311892
34.680135,1000,705.385938
50.501672,1000,758.719959
467.765568,1000,812.060715
352.173913,1000,865.969318
685.25641,1000,920.771
551.245552,1000,975.493798
556.25,1000,1031.632984
318.831169,1000,1088.686828
536.363636,1000,1138.106268
669.503546,1000,1193.432929
213.333333,1000,1247.547147
160.56338,1000,1301.249605
498.101266,1000,1355.074696
453.030303,1000,1409.591815
888.505747,1000,1463.700397
265.853659,1000,1517.315205
595.238095,1000,1572.876588
432.258065,1000,1627.238083
140.802676,1000,1681.984505
304.33213,1000,1733.89056
446.712803,1000,1788.055263
517.910448,1000,1841.525023
914.3,857,1889.005661
423.636364,1000,1937.027154
46.341463,1000,1992.476649
400.0,1000,2047.244864
279.032258,1000,2104.604079
339.446367,1000,2157.494413
820.0,1000,2204.320762
855.882353,1000,2251.203027
323.791822,1000,2299.396985
891.967871,1000,2349.838255
55.115512,1000,2398.982572
169.230769,1000,2443.650789
592.982456,1000,2488.346839
480.645161,1000,2531.875042
866.887417,1000,2575.920502
296.103896,1000,2619.799341
857.746479,1000,2664.394842
95.876289,1000,2709.551721
916.1,839,2744.803555
629.166667,1000,2792.562881
294.265233,1000,2838.783412
859.459459,1000,2885.814764
231.010453,1000,2935.459468
860.992908,1000,2984.217693
791.65873,886,3024.365173
855.479452,1000,3069.477633
284.393064,1000,3113.924374
609.897611,1000,3159.494238
828.853755,1000,3205.386068
412.42236,1000,3250.141663
766.666667,1000,3295.879664
874.169742,1000,3340.826324
549.484536,1000,3380.747552
865.753425,1000,3424.584017
906.6,934,3467.378947
826.035503,1000,3510.786183
83.150183,1000,3556.17052
713.868613,1000,3601.084363
460.714286,1000,3647.238919
838.223938,1000,3692.001751
539.393939,1000,3738.452976
-10.543131,1000,3786.971228
889.169675,1000,3832.920963
576.691729,1000,3878.475518
732.236842,1000,3924.102693
485.714286,1000,3968.966497
605.128205,1000,4014.566614
804.918033,1000,4063.527191
490.57971,1000,4110.057622
826.045016,1000,4157.258469
727.160494,1000,4206.374978
234.384858,1000,4249.123214
651.908397,1000,4300.224835
882.935154,1000,4349.36195
831.596091,1000,4395.677019
704.054054,1000,4447.248621
696.178344,1000,4497.570272
833.579336,1000,4546.854838
383.516484,1000,4595.226025
882.269504,1000,4641.963014
556.126482,1000,4691.592467
808.163265,1000,4741.671006
566.666667,1000,4792.934778
490.57971,1000,4110.057622
732.236842,1000,3924.102693
882.269504,1000,4641.963014
