#{"t_start": 1679002175.3220463, "env_id": "CarRacing-v0"}
r,l,t
-4.59364,1000,41.272652
-71.153846,1000,83.688406
-20.415225,1000,127.605019
10.344828,1000,177.421226
174.021352,1000,233.048984
31.832797,1000,280.279331
179.411765,1000,329.376291
45.27027,1000,382.601768
434.136546,1000,435.828524
52.380952,1000,489.737374
73.913043,1000,543.78744
166.211604,1000,596.884945
368.992248,1000,651.285599
93.353474,1000,705.368396
382.876712,1000,758.701007
236.842105,1000,812.042269
550.60241,1000,865.949201
557.370518,1000,920.752663
55.015198,1000,975.47689
154.416961,1000,1031.615418
645.519713,1000,1088.670322
433.333333,1000,1138.078274
773.015873,1000,1193.407168
460.810811,1000,1247.524118
664.912281,1000,1301.230665
577.61194,1000,1355.047173
469.96587,1000,1409.57095
395.327103,1000,1463.674631
401.538462,1000,1517.296619
738.487973,1000,1572.852543
875.088968,1000,1627.212677
400.0,1000,1681.96031
784.615385,1000,1733.872711
636.654804,1000,1788.038082
902.5,975,1840.323905
608.053691,1000,1893.435153
694.788274,1000,1947.497444
221.311475,1000,2002.87344
548.083624,1000,2058.895528
769.565217,1000,2114.839457
282.550336,1000,2167.059757
328.093645,1000,2208.720429
871.530249,1000,2256.111777
84.931507,1000,2304.285085
505.960265,1000,2354.609355
834.640523,1000,2403.434922
559.459459,1000,2448.070355
264.820847,1000,2492.735962
822.077922,1000,2536.440858
373.11828,1000,2580.215456
394.584838,1000,2624.050882
865.517241,1000,2668.571613
451.470588,1000,2713.793476
582.119205,1000,2760.31089
594.630872,1000,2806.668643
867.97153,1000,2854.462178
869.41896,1000,2900.869535
261.842105,1000,2950.506527
913.4,866,2989.641147
901.9,981,3033.333121
905.1,949,3076.345336
652.767528,1000,3121.933951
50.684932,1000,3166.574251
865.250965,1000,3212.293307
628.187919,1000,3257.268177
833.333333,1000,3302.101605
41.304348,1000,3347.192154
892.395437,1000,3390.780127
893.442623,1000,3435.575877
762.619808,1000,3480.874503
306.451613,1000,3524.548439
473.099415,1000,3569.787996
857.446809,1000,3616.437652
825.0,1000,3661.13753
270.253165,1000,3706.161676
607.395498,1000,3748.565245
543.75,1000,3796.739835
781.533101,1000,3842.661343
501.941748,1000,3888.125845
772.852234,1000,3933.954669
658.064516,1000,3977.813181
918.9,811,4017.263148
845.255474,1000,4065.872754
75.895765,1000,4112.260687
858.333333,1000,4159.752354
587.5,1000,4208.507703
871.518987,1000,4256.498394
627.399659,884,4298.172226
11.130769,582,4327.52027
604.819277,1000,4372.757232
526.911315,1000,4423.727685
616.612378,1000,4473.170811
57.555556,231,4487.306115
913.5,865,4526.574004
847.565543,1000,4576.7283
322.580645,1000,4623.590101
247.985348,1000,4670.31491
140.802676,1000,4721.881499
817.933131,1000,4771.402639
627.399659,884,4298.172226
587.5,1000,4208.507703
