#{"t_start": 1679002175.3237236, "env_id": "CarRacing-v0"}
r,l,t
-17.857143,1000,41.325999
-37.728938,1000,83.742145
20.141343,1000,127.670173
89.964158,1000,177.475535
152.491694,1000,233.11166
114.492754,1000,280.333014
-29.012346,1000,329.441873
182.608696,1000,382.663983
234.545455,1000,435.900564
196.992481,1000,489.801652
15.384615,1000,543.856294
218.181818,1000,596.941
-9.090909,1000,651.353788
292.086331,1000,705.428461
274.193548,1000,758.768806
243.642612,1000,812.101393
546.428571,1000,866.0139
655.474453,1000,920.808763
545.16129,1000,975.533757
224.503311,1000,1031.676887
418.987342,1000,1088.723843
664.46281,1000,1138.151349
648.344371,1000,1193.479073
282.636656,1000,1247.596972
234.384858,1000,1301.305202
647.330961,1000,1355.115486
41.37931,1000,1409.64155
731.858407,1000,1463.837182
739.84375,1000,1517.36369
456.634304,1000,1572.912688
711.3879,1000,1627.276823
656.329114,1000,1682.024707
539.751553,1000,1733.927605
331.095406,1000,1788.093652
787.459807,1000,1841.567088
478.125,1000,1894.646616
455.555556,1000,1948.675432
817.602996,1000,2003.943098
56.028369,1000,2060.128261
176.450512,1000,2115.784906
267.088608,1000,2167.842799
844.88189,1000,2214.383787
824.137931,1000,2257.455313
865.909091,1000,2305.341922
854.545455,1000,2355.66455
835.153584,1000,2404.426796
550.684932,1000,2449.082952
812.21374,1000,2493.710356
788.888889,1000,2537.454998
853.405018,1000,2581.209934
790.909091,1000,2625.114934
492.948718,1000,2669.579789
862.199313,1000,2714.79834
234.42623,1000,2761.36659
459.105431,1000,2807.728171
925.2,748,2840.700122
627.586207,1000,2887.738522
400.0,1000,2937.4279
-36.0,861,2980.900067
576.470588,1000,3025.237959
889.655172,1000,3070.398409
686.941581,1000,3115.08113
896.794872,1000,3160.509043
883.935743,1000,3206.360225
859.183673,1000,3251.131676
-1.386121,296,3262.35837
314.790997,1000,3307.124005
304.682274,1000,3352.290316
795.833333,1000,3395.646151
846.808511,1000,3440.572183
922.3,777,3477.837788
375.460123,1000,3521.660775
642.647059,1000,3567.054471
807.258065,1000,3607.575534
221.070234,1000,3653.370537
549.230769,1000,3698.248626
333.774834,1000,3744.783495
922.7,773,3784.318495
74.72119,1000,3830.610925
885.611511,1000,3876.374469
52.941176,1000,3921.635929
576.767677,1000,3967.168654
783.534137,1000,4012.369607
342.675159,1000,4061.644755
736.795252,1000,4103.33408
820.962199,1000,4149.672174
503.053435,1000,4198.684352
55.972549,755,4236.889833
-122.812232,749,4271.581228
815.824916,1000,4323.950802
928.5,715,4359.20318
401.792115,1000,4407.063522
435.384615,1000,4457.54734
348.795181,1000,4508.122474
660.869565,1000,4559.219077
453.435115,1000,4601.530056
928.5,715,4359.20318
692.880259,1000,4647.82445
453.314121,1000,4698.346711
836.507937,1000,4747.676759
662.03966,1000,4798.841906
